x,y_obs,weight,y_calc,y_bkg,Q,phase 1,phase 2
16.0241,132,0.00757576,104.724,104.724,1.13698,,
16.0383,99,0.010101,104.715,104.715,1.13798,,
16.0524,106,0.00943396,104.705,104.705,1.13898,,
16.0666,100,0.01,104.696,104.696,1.13998,,
16.0808,115,0.00869565,104.686,104.686,1.14098,,
16.095,102,0.00980392,104.677,104.677,1.14197,,
16.1091,122,0.00819672,104.668,104.668,1.14297,,
16.1233,99,0.010101,104.658,104.658,1.14397,,
16.1375,113,0.00884956,104.649,104.649,1.14497,,
16.1516,123,0.00813008,104.64,104.64,1.14597,,
16.1658,102,0.00980392,104.63,104.63,1.14697,,
16.18,112,0.00892857,104.621,104.621,1.14797,,
16.1941,118,0.00847458,104.611,104.611,1.14896,,
16.2083,106,0.00943396,104.602,104.602,1.14996,,
16.2225,102,0.00980392,104.593,104.593,1.15096,,
16.2366,91,0.010989,104.583,104.583,1.15196,,
16.2508,115,0.00869565,104.574,104.574,1.15296,,
16.265,99,0.010101,104.564,104.564,1.15396,,
16.2792,120,0.00833333,104.555,104.555,1.15496,,
16.2933,79,0.0126582,104.546,104.546,1.15595,,
16.3075,123,0.00813008,104.536,104.536,1.15695,,
16.3217,107,0.00934579,104.527,104.527,1.15795,,
16.3358,117,0.00854701,104.517,104.517,1.15895,,
16.35,111,0.00900901,104.508,104.508,1.15995,,
16.3642,103,0.00970874,104.498,104.498,1.16095,,
16.3783,90,0.0111111,104.489,104.489,1.16195,,
16.3925,90,0.0111111,104.48,104.48,1.16294,,
16.4067,109,0.00917431,104.47,104.47,1.16394,,
16.4209,112,0.00892857,104.461,104.461,1.16494,,
16.435,108,0.00925926,104.451,104.451,1.16594,,
16.4492,115,0.00869565,104.442,104.442,1.16694,,
16.4634,116,0.00862069,104.432,104.432,1.16794,,
16.4775,97,0.0103093,104.423,104.423,1.16893,,
16.4917,115,0.00869565,104.413,104.413,1.16993,,
16.5059,108,0.00925926,104.404,104.404,1.17093,,
16.52,103,0.00970874,104.394,104.394,1.17193,,
16.5342,110,0.00909091,104.385,104.385,1.17293,,
16.5484,118,0.00847458,104.375,104.375,1.17393,,
16.5626,100,0.01,104.366,104.366,1.17492,,
16.5767,107,0.00934579,104.357,104.357,1.17592,,
16.5909,81,0.0123457,104.347,104.347,1.17692,,
16.6051,129,0.00775194,104.338,104.338,1.17792,,
16.6192,106,0.00943396,104.328,104.328,1.17892,,
16.6334,99,0.010101,104.319,104.319,1.17991,,
16.6476,107,0.00934579,104.309,104.309,1.18091,,
16.6617,113,0.00884956,104.3,104.3,1.18191,,
16.6759,99,0.010101,104.29,104.29,1.18291,,
16.6901,103,0.00970874,104.281,104.281,1.18391,,
16.7042,97,0.0103093,104.271,104.271,1.1849,,
16.7184,92,0.0108696,104.262,104.262,1.1859,,
16.7326,113,0.00884956,104.252,104.252,1.1869,,
16.7468,114,0.00877193,104.242,104.242,1.1879,,
16.7609,120,0.00833333,104.233,104.233,1.1889,,
16.7751,113,0.00884956,104.223,104.223,1.18989,,
16.7893,101,0.00990099,104.214,104.214,1.19089,,
16.8034,116,0.00862069,104.204,104.204,1.19189,,
16.8176,110,0.00909091,104.195,104.195,1.19289,,
16.8318,143,0.00699301,104.185,104.185,1.19389,,
16.8459,109,0.00917431,104.176,104.176,1.19488,,
16.8601,105,0.00952381,104.166,104.166,1.19588,,
16.8743,103,0.00970874,104.157,104.157,1.19688,,
16.8885,104,0.00961538,104.147,104.147,1.19788,,
16.9026,110,0.00909091,104.138,104.138,1.19887,,
16.9168,123,0.00813008,104.128,104.128,1.19987,,
16.931,112,0.00892857,104.118,104.118,1.20087,,
16.9451,103,0.00970874,104.109,104.109,1.20187,,
16.9593,124,0.00806452,104.099,104.099,1.20287,,
