x,y_obs,weight,y_calc,y_bkg,Q,phase 1,phase 2
16.0099,113,0.00884956,104.826,104.826,1.13598,,
16.0241,132,0.00757576,104.816,104.816,1.13698,,
16.0383,99,0.010101,104.806,104.806,1.13798,,
16.0524,106,0.00943396,104.797,104.797,1.13898,,
16.0666,100,0.01,104.787,104.787,1.13998,,
16.0808,115,0.00869565,104.777,104.777,1.14098,,
16.095,102,0.00980392,104.768,104.768,1.14197,,
16.1091,122,0.00819672,104.758,104.758,1.14297,,
16.1233,99,0.010101,104.748,104.748,1.14397,,
16.1375,113,0.00884956,104.739,104.739,1.14497,,
16.1516,123,0.00813008,104.729,104.729,1.14597,,
16.1658,102,0.00980392,104.719,104.719,1.14697,,
16.18,112,0.00892857,104.709,104.709,1.14797,,
16.1941,118,0.00847458,104.7,104.7,1.14896,,
16.2083,106,0.00943396,104.69,104.69,1.14996,,
16.2225,102,0.00980392,104.68,104.68,1.15096,,
16.2366,91,0.010989,104.671,104.671,1.15196,,
16.2508,115,0.00869565,104.661,104.661,1.15296,,
16.265,99,0.010101,104.651,104.651,1.15396,,
16.2792,120,0.00833333,104.642,104.642,1.15496,,
16.2933,79,0.0126582,104.632,104.632,1.15595,,
16.3075,123,0.00813008,104.622,104.622,1.15695,,
16.3217,107,0.00934579,104.612,104.612,1.15795,,
16.3358,117,0.00854701,104.603,104.603,1.15895,,
16.35,111,0.00900901,104.593,104.593,1.15995,,
16.3642,103,0.00970874,104.583,104.583,1.16095,,
16.3783,90,0.0111111,104.573,104.573,1.16195,,
16.3925,90,0.0111111,104.564,104.564,1.16294,,
16.4067,109,0.00917431,104.554,104.554,1.16394,,
16.4209,112,0.00892857,104.544,104.544,1.16494,,
16.435,108,0.00925926,104.535,104.535,1.16594,,
16.4492,115,0.00869565,104.525,104.525,1.16694,,
16.4634,116,0.00862069,104.515,104.515,1.16794,,
16.4775,97,0.0103093,104.505,104.505,1.16893,,
16.4917,115,0.00869565,104.496,104.496,1.16993,,
16.5059,108,0.00925926,104.486,104.486,1.17093,,
16.52,103,0.00970874,104.476,104.476,1.17193,,
16.5342,110,0.00909091,104.466,104.466,1.17293,,
16.5484,118,0.00847458,104.456,104.456,1.17393,,
16.5626,100,0.01,104.447,104.447,1.17492,,
16.5767,107,0.00934579,104.437,104.437,1.17592,,
16.5909,81,0.0123457,104.427,104.427,1.17692,,
16.6051,129,0.00775194,104.417,104.417,1.17792,,
16.6192,106,0.00943396,104.408,104.408,1.17892,,
16.6334,99,0.010101,104.398,104.398,1.17991,,
16.6476,107,0.00934579,104.388,104.388,1.18091,,
16.6617,113,0.00884956,104.378,104.378,1.18191,,
16.6759,99,0.010101,104.368,104.368,1.18291,,
16.6901,103,0.00970874,104.359,104.359,1.18391,,
16.7042,97,0.0103093,104.349,104.349,1.1849,,
16.7184,92,0.0108696,104.339,104.339,1.1859,,
16.7326,113,0.00884956,104.329,104.329,1.1869,,
16.7468,114,0.00877193,104.319,104.319,1.1879,,
16.7609,120,0.00833333,104.31,104.31,1.1889,,
16.7751,113,0.00884956,104.3,104.3,1.18989,,
16.7893,101,0.00990099,104.29,104.29,1.19089,,
16.8034,116,0.00862069,104.28,104.28,1.19189,,
16.8176,110,0.00909091,104.27,104.27,1.19289,,
16.8318,143,0.00699301,104.26,104.26,1.19389,,
16.8459,109,0.00917431,104.251,104.251,1.19488,,
16.8601,105,0.00952381,104.241,104.241,1.19588,,
16.8743,103,0.00970874,104.231,104.231,1.19688,,
16.8885,104,0.00961538,104.221,104.221,1.19788,,
16.9026,110,0.00909091,104.211,104.211,1.19887,,
16.9168,123,0.00813008,104.201,104.201,1.19987,,
16.931,112,0.00892857,104.191,104.191,1.20087,,
16.9451,103,0.00970874,104.182,104.182,1.20187,,
16.9593,124,0.00806452,104.172,104.172,1.20287,,
16.9735,132,0.00757576,104.162,104.162,1.20386,,
